author,text,clean_text,likeCount,publishedAt,sentiment
@danielpecqueur8618,C'est offert par dj Daniel Pecqueur qui à mixer cette nuit,cest offert par dj daniel pecqueur qui mixer cette nuit,0,2025-06-04T07:00:43Z,neutral
@Alan_roblox-2025,Alguien español?,alguien espaol,2,2025-06-04T03:42:48Z,neutral
@Jeycitoelpro,Alguien   viendo esta joyita,alguien viendo esta joyita,4,2025-06-04T03:19:44Z,neutral
@Your_local_Lesline,0:00-5:59 is just amazing,amazing,2,2025-06-04T02:29:30Z,positive
@munchie3310,Freddy you’re so beautiful love you rest in peace! ❤,freddy youre beautiful love rest peace,0,2025-06-04T02:25:50Z,positive
@MariaDiaz-oj3yk,Beautiful song🌹🙏,beautiful song,0,2025-06-04T02:24:51Z,positive
@mlanders5722,I don't understand what this song is about.,dont understand song,0,2025-06-04T02:22:55Z,neutral
@GainingForGabe,3:59 is the best,best,2,2025-06-04T02:14:41Z,positive
@shahbayer,I don't know part give me a happy..,dont know part give happy,1,2025-06-04T01:47:02Z,positive
@nahthisisashin,where is his beard,beard,1,2025-06-04T01:30:38Z,neutral
@lynninebeesley7748,"I remember the first time I heard this song.  I had just woke up an turned on my ancient record player/FM radio station and I couldn't move.  Might have been late to high school that day,",remember first time heard song woke turned ancient record playerfm radio station couldnt move might late high school day,1,2025-06-04T01:10:16Z,neutral
@user-ho7cz7yb9f,This is so ass,ass,2,2025-06-04T00:43:11Z,neutral
@marisabertolotti456,❤,,0,2025-06-03T23:38:30Z,neutral
@teresaruscitti-fh8li,Best song ever.,best song ever,0,2025-06-03T23:29:14Z,positive
@andrefaridcruzalvarado7962,"La mejor parte de la cancion es cuando lo quitas y pones Pilates : 🤣
Grande missa deja la cuenta ya no das risa 🤭",la mejor parte de la cancion es cuando lo quitas pones pilates grande missa deja la cuenta ya das risa,0,2025-06-03T23:11:24Z,neutral
@blackdiscompose,"Nothing over the top, just the right amount of Freddie's voice to make you feel this under your skin!",nothing top right amount freddies voice make feel skin,0,2025-06-03T22:55:43Z,positive
@walthersamirrevoredopasach6076,Alice in bornelland,alice bornelland,0,2025-06-03T22:42:22Z,neutral
@douglasvieira844,Pra mim a maior música de todos os tempos ❤,pra mim maior msica de todos os tempos,0,2025-06-03T22:08:25Z,neutral
@hughreynolds9089,Than highlander,highlander,0,2025-06-03T21:23:12Z,neutral
@hughreynolds9089,My first date was Wayne's world. I feel in love. Was 1992,first date waynes world feel love,0,2025-06-03T21:22:46Z,positive
@nedkell25,June 2025,june,1,2025-06-03T20:20:22Z,neutral
@bleblebleb333,anyone in june 25?),anyone june,1,2025-06-03T20:09:01Z,neutral
@Shawn-mo6dh,"The next person who ask "" is anyone listening in a Year day or month will have their mother in law come for a permanent vacation",next person ask anyone listening year day month mother law come permanent vacation,2,2025-06-03T19:55:06Z,neutral
@AmelineLUYEYE-v8q,LE PACTE FAUSTIEN MAMMONIQUE,le pacte faustien mammonique,1,2025-06-03T19:54:36Z,neutral
@BobBing-sg9tf,Headphones on. Volume up. Doesn't get better than this.,headphones volume doesnt get better,1,2025-06-03T19:53:46Z,positive
@FedericoFerrari-cx1yn,3 June 2025 anyone,june anyone,3,2025-06-03T19:35:44Z,neutral
@Motherearth-s6y,Inyc,inyc,1,2025-06-03T19:12:40Z,neutral
@Motherearth-s6y,👍compranday,compranday,1,2025-06-03T19:10:39Z,neutral
@ThegoatThegoat-h7y,Anyone in 2026?,anyone,3,2025-06-03T18:56:37Z,neutral
@priyankarahman-u3l,❤,,1,2025-06-03T18:30:58Z,neutral
@newlife-kq9ev,There is a word Besmillah in the song which is used by Muslims it means in the name of God,word besmillah song used muslims means name god,1,2025-06-03T18:20:30Z,neutral
@eddyvandermeirsch,"""Bohemian Rhapsody"" isn't just a song—it's a theatrical masterpiece, a rollercoaster of emotion, and a testament to Queen's genius. From its haunting opening to its operatic climax and headbanging finale, every second is iconic. Decades later, it still captivates, proving that true artistry never fades. Hats off to Freddie Mercury and Queen for creating pure magic! 🎶👑",bohemian rhapsody isnt songits theatrical masterpiece rollercoaster emotion testament queens genius haunting opening operatic climax headbanging finale every second iconic decades later still captivates proving true artistry never fades hats freddie mercury queen creating pure magic,26,2025-06-03T17:50:58Z,positive
@rogersmith6894,Anyone in June 2025,anyone june,82,2025-06-03T17:45:56Z,neutral
@BautistaSch777,"Anyone in june,Listening to best song ever??",anyone junelistening best song ever,0,2025-06-03T16:30:35Z,positive
@fabioechegaray3333,Gracias guido kaczka,gracias guido kaczka,0,2025-06-03T16:18:16Z,neutral
@joseperezruiz3246,The best song in history,best song history,0,2025-06-03T15:45:50Z,positive
@acidburn3562,CARRY ON MAMA!!!!!!!!!!!!!!!!!!!!!!!!,carry mama,0,2025-06-03T14:45:59Z,neutral
@dewipertarialestari4114,😢❤,,0,2025-06-03T14:35:03Z,neutral
@amaisiori,たいせつなこと忘れちゃだめだかんね🐥,,0,2025-06-03T13:29:37Z,neutral
@Lihkaimb336,😊❤,,0,2025-06-03T13:29:00Z,neutral
@amaisiori,ちゃんんときいてあげてね,,0,2025-06-03T13:19:44Z,neutral
@hxkfy,2:34,,0,2025-06-03T12:59:20Z,neutral
@K-Ensai1529,It's crazy how many people come back to this everyday. This song is legendary !,crazy many people come back everyday song legendary,1,2025-06-03T12:34:45Z,neutral
@vollschdreker,My Favorit song,favorit song,0,2025-06-03T12:13:33Z,neutral
@posterd1700,2025 still master peice,still master peice,1,2025-06-03T11:11:31Z,neutral
@EllaGreen-m5b,coooollllll,coooollllll,0,2025-06-03T10:57:56Z,neutral
@outgrown3094,"1558 DAYS listening to Bohemian Rhapsody everyday, until im famous 3rd july",days listening bohemian rhapsody everyday im famous rd july,1,2025-06-03T10:18:09Z,neutral
@CynthiaMoitra,I Cry to this. Dance to this. Sing to this.,cry dance sing,0,2025-06-03T09:26:08Z,neutral
@rodolfoalexandergarciacaza939,"'is this the real life? is this just a fanta c?""",real life fanta c,1,2025-06-03T09:03:51Z,neutral
@DeadlySoldiersTamil,Who are all here cuz of modern warzone,cuz modern warzone,1,2025-06-03T07:41:36Z,neutral
@freon6916,2025 anyone?????,anyone,8,2025-06-03T07:29:41Z,neutral
@sarahdawson-k8d,"674,627 comment",comment,0,2025-06-03T06:53:42Z,neutral
@auburnltl7452,"Even all the years later in June of 2025, the greatest music video of all time still stands on a hill so high that only Freddie’s vocal cords could reach.",even years later june greatest music video time still stands hill high freddies vocal cords could reach,1,2025-06-03T06:51:23Z,positive
@StephanieRocco-d3k,I love you Freddie legends will never die,love freddie legends never die,1,2025-06-03T06:41:24Z,positive
@TweestringYouTube,Mk11 rain reference?,mk rain reference,0,2025-06-03T06:14:55Z,neutral
@belalovell,R.I.P Freddie 😢,rip freddie,0,2025-06-03T05:48:15Z,neutral
@Rainman8193,"Daily Reminder that Rolling Stone magazine ranked Missy Elliot's ""Get your freak on"" and Outkast's ""Hey Ya"" above this song in their top 500 Greatest Songs of All Time",daily reminder rolling stone magazine ranked missy elliots get freak outkasts hey ya song top greatest songs time,1,2025-06-03T05:25:13Z,positive
@darkmoto465,"Didn't grow up in this era, but I wish I did and would've seen them at a live show.",didnt grow era wish wouldve seen live show,2,2025-06-03T05:07:25Z,neutral
@Teck_Decks_Galore,2:30 hits hard,hits hard,0,2025-06-03T04:39:24Z,negative
@Meilanies,Yess i'am still listening in june 2025 .,yess iam still listening june,1,2025-06-03T04:10:49Z,neutral
@kal_kal_han_kali,Is anyone listening in June 2025? This song is really touching. 🎵 😢,anyone listening june song really touching,0,2025-06-03T03:46:17Z,positive
@JK-sj2op,"WOW, what a masterpiece.  Can never get tire of it",wow masterpiece never get tire,0,2025-06-03T03:29:35Z,neutral
@crazybutcool5150,"Beyond words. So awesome.  I remember buying the album when it came out. I was a deep purple,  queen, and  kiss van halen fan. Now music has gone to the gutter.  People who think their musicians.",beyond words awesome remember buying album came deep purple queen kiss van halen fan music gone gutter people think musicians,0,2025-06-03T03:25:22Z,positive
@janhenryrobrigado3487,June 2025 anyone?,june anyone,0,2025-06-03T03:00:41Z,neutral
@cristianebarbosa352,2025❤,,0,2025-06-03T02:06:44Z,neutral
@배수현-g2x,"대한민국은 지금 독재의 길로 가려합니다.지난시절 이미지를 끌어 이용하며 방송계를 장악해  이미지세탁을 하면서  
총칼로 제압해 권력을 차지해야만 독재인가요  이건 다수의 힘으로 저 얄팍한 새치혀로 사람들을 현혹하면서 대한민국을 혼란에 빠트리고 있습니다",,3,2025-06-03T00:53:52Z,neutral
@candygirl256,Pure genius,pure genius,2,2025-06-03T00:50:52Z,positive
@kidoki_lwl,Have you noticed that this song fits together with Komm susser tod?,noticed song fits together komm susser tod,1,2025-06-03T00:33:32Z,neutral
@Racecar564,"""Is this the real life? Is this just fantasy?"" Really hits hard when you're dealing with grief.",real life fantasy really hits hard youre dealing grief,1,2025-06-03T00:31:40Z,neutral
@정은찬-x3n,Greatest rock song of all time of sure,greatest rock song time sure,0,2025-06-03T00:18:53Z,positive
@npuf1editz,2:18 DAM THAT SOFT VOICE TO HARD IS SO GOOD,dam soft voice hard good,0,2025-06-02T23:27:02Z,neutral
@Joseph-wc2yr,I’m here 2025 and every year before that.  Best musical masterpiece of all time.,im every year best musical masterpiece time,0,2025-06-02T21:44:24Z,positive
@Makky4U,anyone in june 2025?,anyone june,0,2025-06-02T21:21:05Z,neutral
@findthemarkersfr2,No doubt but this is the most recongizable song imo,doubt recongizable song imo,2,2025-06-02T20:52:35Z,neutral
@DaspydyrSuspense,2027 is crazy it is 2025,crazy,0,2025-06-02T20:52:29Z,negative
@elykus793,"when i think of a guitar singing, i think of the guitar tone/playing in this song 2:37",think guitar singing think guitar toneplaying song,0,2025-06-02T20:10:44Z,neutral
@tysonk5669,I Love Queen🤩🤩,love queen,0,2025-06-02T19:56:25Z,positive
@Pizzatapeur,Majesty QUEEN ❤,majesty queen,2,2025-06-02T19:35:19Z,neutral
@-_alberto_-3610,"✨ Bohemian Rhapsody: Un legado inmortal ✨

El video oficial de Queen revolucionó la industria musical con su teatralidad y estética icónica. Desde su misteriosa iluminación hasta sus cambios dramáticos, sigue fascinando a generaciones. 🎭🔥",bohemian rhapsody un legado inmortal el video oficial de queen revolucion la industria musical con su teatralidad esttica icnica desde su misteriosa iluminacin hasta sus cambios dramticos sigue fascinando generaciones,2,2025-06-02T19:13:09Z,neutral
@annaparasan,Anyone here today june2,anyone today june,0,2025-06-02T18:56:50Z,neutral
@Keriusay,"""I don't wanna die, I sometimes wish I was never been born at all""
-Farrohk Bulsara (Freddie Mercury)",dont wanna die sometimes wish never born farrohk bulsara freddie mercury,28,2025-06-02T17:47:13Z,neutral
@HarishKumar-jm7pr,Ha bolo,ha bolo,0,2025-06-02T17:12:06Z,neutral
@Hugzeta,"50 years later, it's still one of the best songs of all time, maybe the best one",years later still one best songs time maybe best one,106,2025-06-02T16:31:59Z,positive
@BagHeadGam1ng,1.98 Views in 16 years just give up lil bro 😭🙏,views years give lil bro,1,2025-06-02T16:31:11Z,neutral
@dorisvelasco6640,GOOD,good,0,2025-06-02T16:25:58Z,positive
@GeoMans0925-y2y,Anyone here in May of 2035???,anyone may,0,2025-06-02T16:08:14Z,neutral
@krarhyderabad4762,Gay,gay,0,2025-06-02T14:54:15Z,positive
@toshnoviembre7863,I am.,,0,2025-06-02T14:52:54Z,neutral
@JeremyG-p5h,bey,bey,0,2025-06-02T14:38:02Z,neutral
@JeremyG-p5h,emma,emma,0,2025-06-02T14:37:23Z,neutral
@zetenysebestyen5763,2025 június 2,jnius,1,2025-06-02T14:19:48Z,neutral
@Igor-sp4jx,Anyone in June 2025?,anyone june,2,2025-06-02T13:56:55Z,neutral
@9sun_W,Anyone in 2035?,anyone,0,2025-06-02T13:38:33Z,neutral
@ink-b1g,素晴らしい曲,,0,2025-06-02T13:15:30Z,neutral
@giuseppedavanzo3344,Presente il 2 giugno 2025 🎉,presente il giugno,0,2025-06-02T13:12:55Z,neutral
@d4m14n_r6,0:53,,0,2025-06-02T12:50:51Z,neutral
@wasiqsk,Who's here in June 2025?,whos june,0,2025-06-02T12:30:58Z,neutral
@MitsukiiYamamoto,SCARAMOUCHE!!!!! IK THIS ISINT ABT HIM (from genshin) BUT IT HAS THE SAME NAME SO HEY..YAHAHAHAHA😻😻🎀🎀🙏🙏🙏,scaramouche ik isint abt genshin name heyyahahahaha,1,2025-06-02T12:12:46Z,neutral
@richardracho9313,Anyone June 2025?❤,anyone june,0,2025-06-02T11:29:43Z,neutral
@AlessandraArgiolu,Beautiful❤❤❤,beautiful,0,2025-06-02T10:42:45Z,positive
@reverendnon5959,"2030 anyone? 



It's a long-time investment😅",anyone longtime investment,0,2025-06-02T10:21:26Z,neutral
@outgrown3094,"1557 DAYS listening to Bohemian Rhapsody everyday, until im famous 2nd july",days listening bohemian rhapsody everyday im famous nd july,1,2025-06-02T09:05:46Z,neutral
@JamesDamien-us5df,"Is this the real life? Is this just fantasy?
Caught in a landslide, no escape from reality
Open your eyes, look up to the skies and see
I'm just a poor boy, I need no sympathy
Because I'm easy come, easy go
Little high, little low
Any way the wind blows doesn't really matter to me, to me
Mama, just killed a man
Put a gun against his head, pulled my trigger, now he's dead
Mama, life had just begun
But now I've gone and thrown it all away
Mama, ooh, didn't mean to make you cry
If I'm not back again this time tomorrow
Carry on, carry on as if nothing really matters
Too late, my time has come
Sends shivers down my spine, body's aching all the time
Goodbye, everybody, I've got to go
Gotta leave you all behind and face the truth
Mama, ooh (any way the wind blows)
I don't wanna die
I sometimes wish I'd never been born at all
I see a little silhouetto of a man
Scaramouche, Scaramouche, will you do the Fandango?
Thunderbolt and lightning, very, very frightening me
(Galileo) Galileo, (Galileo) Galileo, Galileo Figaro, magnifico
But I'm just a poor boy, nobody loves me
He's just a poor boy from a poor family
Spare him his life from this monstrosity
Easy come, easy go, will you let me go?
بِسْمِ ٱللَّٰهِ
No, we will not let you go (let him go)
بِسْمِ ٱللَّٰهِ
We will not let you go (let him go)
بِسْمِ ٱللَّٰهِ
We will not let you go (let me go)
Will not let you go (let me go)
Will not let you go (never, never, never, never let me go)
No, no, no, no, no, no, no
Oh, mamma mia, mamma mia
Mamma mia, let me go
Beelzebub has a devil put aside for me, for me, for me
So you think you can stone me and spit in my eye?
So you think you can love me and leave me to die?
Oh, baby, can't do this to me, baby
Just gotta get out, just gotta get right outta here
Ooh
Ooh, yeah, ooh, yeah
Nothing really matters, anyone can see
Nothing really matters
Nothing really matters to me",real life fantasy caught landslide escape reality open eyes look skies see im poor boy need sympathy im easy come easy go little high little low way wind blows doesnt really matter mama killed man put gun head pulled trigger hes dead mama life begun ive gone thrown away mama ooh didnt mean make cry im back time tomorrow carry carry nothing really matters late time come sends shivers spine bodys aching time goodbye everybody ive got go gotta leave behind face truth mama ooh way wind blows dont wanna die sometimes wish id never born see little silhouetto man scaramouche scaramouche fandango thunderbolt lightning frightening galileo galileo galileo galileo galileo figaro magnifico im poor boy nobody loves hes poor boy poor family spare life monstrosity easy come easy go let go let go let go let go let go let go let go let go let go let go never never never never let go oh mamma mia mamma mia mamma mia let go beelzebub devil put aside think stone spit eye think love leave die oh baby cant baby gotta get gotta get right outta ooh ooh yeah ooh yeah nothing really matters anyone see nothing really matters nothing really matters,2,2025-06-02T08:05:54Z,neutral
@DeliveryP3,im here now,im,0,2025-06-02T07:38:39Z,neutral
@MimiStrayX1,Anyone here in june 2025,anyone june,3,2025-06-02T07:32:53Z,neutral
@ReyeslenaLealhernandez,❤🖤🦷,,1,2025-06-02T07:21:41Z,neutral
@sugarbabymu1690,Anyone in June 2025,anyone june,3,2025-06-02T07:08:37Z,neutral
@carolinegodden4364,"I AM TAKING OUT

THE
TRASH
ALONG WITH

MY MOTHER. .... 🪓",taking trash along mother,0,2025-06-02T06:29:08Z,neutral
@feiyazchannel,Karya ini sepertinya kekal.,karya ini sepertinya kekal,0,2025-06-02T06:26:53Z,neutral
@Beninsanım3162,4:07 best part,best part,0,2025-06-02T05:22:11Z,positive
@MariaMartellino,June 2025 here,june,0,2025-06-02T05:03:33Z,neutral
@pongsterentertainment8237,June 2025 anyone?,june anyone,1,2025-06-02T04:01:15Z,neutral
@gerardogonzalez59145,🤮🤮🤮🤮🤮🤮,,0,2025-06-02T03:47:33Z,neutral
@Greg-zn3xb,How lucky we are to witness this.,lucky witness,0,2025-06-02T03:20:49Z,positive
@BatangPasaway2222,"JUNE 2, 2025 here 🤗🤗🤗...",june,0,2025-06-02T03:14:08Z,neutral
@tazbarkley6782,Pure poetry ❤,pure poetry,0,2025-06-02T02:52:48Z,positive
@cherylniles9588,When he told me I could sing 😇💙,told could sing,0,2025-06-02T00:52:36Z,neutral
@EvanBouzies-e8t,Je ne me lasserai jamais de cette chanson 🌷,je ne lasserai jamais de cette chanson,0,2025-06-02T00:45:04Z,neutral
@joeyschoone1682,Count july second drunk,count july second drunk,1,2025-06-02T00:39:43Z,negative
@ItsStormShadow,"I think this this song is about a young man who gets drafted into the us army and has to go fight and kill someone he doesn't even know. i think its a poetic rendition of a young man who gets drafted and the powers that be refuse to let him go while other voices are calling for his release from service. in the end he either is forced to kill or be killed and hes writing what maybe his last letter to his mom. just my theory, my 2 cents. Am i right @Queen?",think song young man gets drafted us army go fight kill someone doesnt even know think poetic rendition young man gets drafted powers refuse let go voices calling release service end either forced kill killed hes writing maybe last letter mom theory cents right queen,0,2025-06-02T00:04:05Z,neutral
@Tamara-y1g7u,"Да, я в мае 2025 слушаю и наслаждаюсь ❤❤❤❤❤",,0,2025-06-01T23:14:59Z,neutral
@redrose-ey1xv,June 2025?,june,0,2025-06-01T22:31:39Z,neutral
@marissadias459,Amo suas músicas ❤,amo suas msicas,0,2025-06-01T22:19:27Z,neutral
@marissadias459,😢😢❤❤❤❤❤❤❤❤❤,,0,2025-06-01T22:19:09Z,neutral
@purplegroundt9552,Anyone watching in June 2025?,anyone watching june,122,2025-06-01T21:54:52Z,neutral
@momoka554,フィッシャーズから来た世代です❤,,1,2025-06-01T20:48:16Z,neutral
@larisus_entis,Anyone in June,anyone june,0,2025-06-01T20:17:08Z,neutral
@DaspydyrSuspense,2027 is crazy it is 2025 June 1st,crazy june st,0,2025-06-01T18:42:07Z,negative
@DaspydyrSuspense,"2027 is cra,y it is 2025 June 1st",cray june st,0,2025-06-01T18:42:07Z,neutral
@tracyhickman7609,Anyone in June,anyone june,2,2025-06-01T18:41:50Z,neutral
@queenbeauty7430,June 1st 2025… is anyone here???,june st anyone,1,2025-06-01T18:33:58Z,neutral
@epiccool-i9t,this better be in invincible season 4 when freddie mercury is introduced,better invincible season freddie mercury introduced,3,2025-06-01T18:13:14Z,positive
@AviYahEl,"🎶 you MY brown eyed girl 🎶 do you remember when, we used to sing 🎶",brown eyed girl remember used sing,0,2025-06-01T18:10:25Z,neutral
@outgrown3094,"1556 DAYS listening to Bohemian Rhapsody everyday, until im famous 1st july",days listening bohemian rhapsody everyday im famous st july,0,2025-06-01T17:52:30Z,neutral
@GOODHEAVENSNO,Death and taxes,death taxes,0,2025-06-01T17:48:44Z,neutral
@hectorg.s.714,Que locura de canción,que locura de cancin,0,2025-06-01T17:36:49Z,neutral
@kryptokhorkar5795,BISMILLAH!!!! 😂,bismillah,0,2025-06-01T17:12:24Z,neutral
@keesvanhameren9025,"Mother is god in the eyes of a child,
-silent hill. 

End of may 2025",mother god eyes child silent hill end may,0,2025-06-01T16:47:50Z,neutral
@irenesalumu,"Anyone in June,1❤",anyone june,2,2025-06-01T16:19:12Z,neutral
@thebushy17,Best band eva x,best band eva x,1,2025-06-01T15:53:39Z,positive
@유로유로로,1:10,,1,2025-06-01T15:34:11Z,neutral
@azhergaming9037,"June 1, 2025",june,2,2025-06-01T15:19:51Z,neutral
@kharlamova16,Anyone in June 2025?,anyone june,3178,2025-06-01T14:56:47Z,neutral
@NoL-r2g,This is and will always be one of my favorite song so many different styles of music in one song.Lead singer unfortunate death just makes it all the more reminiscent😢,always one favorite song many different styles music one songlead singer unfortunate death makes reminiscent,2,2025-06-01T14:50:58Z,neutral
@meldalinnongbri3861,June 25,june,0,2025-06-01T14:45:21Z,neutral
@sophiab.desouza1655,omg i luv they,omg luv,0,2025-06-01T14:12:06Z,neutral
@DaffaDamar-sh9ez,June 2025 come on,june come,0,2025-06-01T13:36:44Z,neutral
@themlynek4512,June 2025,june,0,2025-06-01T13:12:30Z,neutral
@ellee-21,Dengerin lagi❤,dengerin lagi,0,2025-06-01T11:49:44Z,neutral
@Stay_AFK,I love this song so much definitely the best queen song,love song much definitely best queen song,2,2025-06-01T11:33:23Z,positive
@ColdzIs53,3:08,,1,2025-06-01T10:19:12Z,neutral
@MuhdZan-y6s,"Is this the real life? Is this just fantasy?
Caught in a landslide, no escape from reality
Open your eyes, look up to the skies and see
I'm just a poor boy, I need no sympathy
Because I'm easy come, easy go
Little high, little low
Any way the wind blows doesn't really matter to me, to me
Mama, just killed a man
Put a gun against his head, pulled my trigger, now he's dead
Mama, life had just begun
But now I've gone and thrown it all away
Mama, ooh, didn't mean to make you cry
If I'm not back again this time tomorrow
Carry on, carry on as if nothing really matters
Too late, my time has come
Sends shivers down my spine, body's aching all the time
Goodbye, everybody, I've got to go
Gotta leave you all behind and face the truth
Mama, ooh (any way the wind blows)
I don't wanna die
I sometimes wish I'd never been born at all
I see a little silhouetto of a man
Scaramouche, Scaramouche, will you do the Fandango?
Thunderbolt and lightning, very, very frightening me
(Galileo) Galileo, (Galileo) Galileo, Galileo Figaro, magnifico
But I'm just a poor boy, nobody loves me
He's just a poor boy from a poor family
Spare him his life from this monstrosity
Easy come, easy go, will you let me go?
بِسْمِ ٱللَّٰهِ
No, we will not let you go (let him go)
بِسْمِ ٱللَّٰهِ
We will not let you go (let him go)
بِسْمِ ٱللَّٰهِ
We will not let you go (let me go)
Will not let you go (let me go)
Will not let you go (never, never, never, never let me go)
No, no, no, no, no, no, no
Oh, mamma mia, mamma mia
Mamma mia, let me go
Beelzebub has a devil put aside for me, for me, for me
So you think you can stone me and spit in my eye?
So you think you can love me and leave me to die?
Oh, baby, can't do this to me, baby
Just gotta get out, just gotta get right outta here
Ooh
Ooh, yeah, ooh, yeah
Nothing really matters, anyone can see
Nothing really matters
Nothing really matters to me",real life fantasy caught landslide escape reality open eyes look skies see im poor boy need sympathy im easy come easy go little high little low way wind blows doesnt really matter mama killed man put gun head pulled trigger hes dead mama life begun ive gone thrown away mama ooh didnt mean make cry im back time tomorrow carry carry nothing really matters late time come sends shivers spine bodys aching time goodbye everybody ive got go gotta leave behind face truth mama ooh way wind blows dont wanna die sometimes wish id never born see little silhouetto man scaramouche scaramouche fandango thunderbolt lightning frightening galileo galileo galileo galileo galileo figaro magnifico im poor boy nobody loves hes poor boy poor family spare life monstrosity easy come easy go let go let go let go let go let go let go let go let go let go let go never never never never let go oh mamma mia mamma mia mamma mia let go beelzebub devil put aside think stone spit eye think love leave die oh baby cant baby gotta get gotta get right outta ooh ooh yeah ooh yeah nothing really matters anyone see nothing really matters nothing really matters,1,2025-06-01T09:48:59Z,neutral
@JovelexKalaw,When i listened to this song it reminds me of izana,listened song reminds izana,0,2025-06-01T09:24:31Z,neutral
@Makan-uf7bf,Anyone 2034?,anyone,0,2025-06-01T09:22:32Z,neutral
@IwanSopian-ee9nk,"indonesia jawabarat subang selatan 
kasomalang
Cimanggis
iwan sopian
beucong
hadirrrrr 
😎
❤",indonesia jawabarat subang selatan kasomalang cimanggis iwan sopian beucong hadirrrrr,1,2025-06-01T09:21:58Z,neutral
@ЭляПопова-м9ш,Прекрасный Адам❤,,0,2025-06-01T07:02:19Z,neutral
@jigan001,"RIP Freddie, you would have liked Papa V's performance of this",rip freddie would liked papa vs performance,2,2025-06-01T06:49:41Z,positive
@animetv5577,Song piano doraemon😂😂,song piano doraemon,0,2025-06-01T06:16:12Z,neutral
@catty._,"I HATE AIDS, I HATE AIDS😭 WHY DID YOU TAKE MY FAVORITE SINGER!?",hate aids hate aids take favorite singer,1,2025-06-01T05:20:43Z,negative
@emily-in4ds,"hola
😨",hola,1,2025-06-01T04:43:24Z,neutral
@dereksteven8560,1st a june troops 🤣🤣 pit that in yer pipe n smoke it,st june troops pit yer pipe n smoke,1,2025-06-01T04:08:07Z,neutral
@BettyAraujo-h6d,"Yes, Betty Araujo Prescott, those songs Made me cry, specially the one he dedicated to his mother explaining, how soon he would leave  and tells ""I do not want to die,life must continúe on and on carry on, nothing really matters to me.
Super excelente songs.",yes betty araujo prescott songs made cry specially one dedicated mother explaining soon would leave tells want dielife must contine carry nothing really matters super excelente songs,2,2025-06-01T04:03:34Z,positive
@nobodylol7,my dad loved this song. he passed away now.,dad loved song passed away,3,2025-06-01T04:02:53Z,positive
@Analizapetero,3:24 Does this remind anyone about that one  Amazing world of gum ball episode,remind anyone one amazing world gum ball episode,1,2025-06-01T04:01:17Z,positive
@truffings3351,Top ten song of all time idc what anyone says,top ten song time idc anyone says,0,2025-06-01T03:49:55Z,positive
@Comicbookguy5,Happy pride month Freddy.,happy pride month freddy,0,2025-06-01T03:39:29Z,positive
@wandasewell4501,1979,,0,2025-06-01T03:33:35Z,neutral
@WickedStyx,can we get this to 2 billion views this pride month?,get billion views pride month,1,2025-06-01T03:25:53Z,neutral
@prabashwarastextingstory1751,I was in heaven for 5 minutes and 59 seconds,heaven minutes seconds,0,2025-06-01T03:08:58Z,neutral
@Denise-e2w,Best Rock songs I've ever heard. And I'm a R&B person.,best rock songs ive ever heard im rb person,1,2025-06-01T02:36:53Z,positive
@Denise-e2w,My favorite song of Freddie! God bless him.,favorite song freddie god bless,3,2025-06-01T02:32:00Z,positive
@marasantos5202,Lendas nunca morrem Freddie Mercury ainda está vivo em nossos corações❤,lendas nunca morrem freddie mercury ainda est vivo em nossos coraes,1,2025-06-01T00:06:08Z,neutral
